,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2
0,41.74983780223909,51.249279108766004,48.752456838026,48.551761998950994,45.2405235184237,,45.202287879391,54.903611754688704,41.468012123619204,53.9889282038347,52.6352289711602
1,26.177192469633898,35.00828713377,22.0817401369663,21.8927813835529,53.771666698522,,28.8414596250389,48.0775787316044,29.881874873744803,37.2724321058309,31.220940903535105
2,74.51369923322268,70.61699112952232,76.79427272922251,76.60487221484999,58.843011160631505,,75.15460499666358,63.542806212626495,72.2187451925018,71.9657344117286,73.8551564457086
3,75.0400899355465,65.95168138138682,69.2862601716871,69.1196638519217,69.6194937732947,,70.653594952167,61.7330656449628,70.6078996539446,66.381825646294,67.6053197013457
4,38.6408387057858,27.8561692779216,18.9883735009338,18.808369172042198,38.57642194875349,,24.710209014589,46.0672923019464,19.9994624046696,34.252965907498,27.831309125688495
5,67.8848210815122,66.9870245599124,69.41453273740622,69.2615965567279,73.52146754136079,,71.264143072525,61.85717535292051,76.44959666357009,66.4854647040065,67.7379069192
6,45.7766057816125,28.0798173944948,24.106956212266503,23.8998154436125,17.4250731367167,,27.2368153037983,48.0323014004898,21.174103018959695,39.0677265008437,33.1299320661535
7,45.2614379991586,17.1295461268943,11.4842060015193,11.4145620357004,14.008428146451699,,17.785013828675,41.30392329779821,11.110470560174301,25.5602760615656,18.8638940501741
8,25.7234615839541,33.758380748831804,31.6848541950272,31.357623346771003,14.326777013416299,,29.7813582048172,49.3910484469242,12.8740073182108,44.674691729098996,40.0973082812067
9,28.776614360455998,40.92581755769329,41.2773925140176,40.8495913840699,18.6263161038206,,35.1888629953879,51.8892601056017,13.9744516065762,50.2278175154292,47.489526316681605
10,62.9231204349936,52.7809625233508,54.2988934223333,54.3211927472728,45.4585732025214,53.69556042551871,48.722580938537796,56.4538587695911,42.86065566228879,56.7880589361833,56.233550168236704
11,62.9231204349936,4.8145164175552,2.94708705216769,2.97711460247253,11.0059012514253,,9.03192013278416,32.1392447999572,9.067229359941274,9.73848239754895,5.702272880904781
12,62.9231204349936,6.373267980353191,4.06004601539465,4.0541784298733194,16.181142896439198,49.110352204220504,8.72952748480058,30.732154415695096,8.05730284538776,12.6288639041885,7.749314792935211
13,37.608177646276395,39.4009090306412,31.7832242083664,26.7750430179597,27.9955801108629,7.755498075138671,30.290774137946496,48.1313967983329,28.454644328252495,44.7626895597341,40.3304338429437
14,66.2550862344189,68.0380705265426,72.4127180266779,74.3940823909189,71.42655270127759,93.4034845039826,73.87268432884491,63.705160063384895,67.7132213471307,68.6407497733768,70.1349174503384
15,70.3485356679381,72.07166759076209,76.4733893365703,78.76044100426438,75.25506274130291,74.73182798620061,78.7406707134947,65.2206240445862,75.0917690838004,71.7276088288004,73.63180862740249
16,65.16304396902389,61.6217188101862,62.171838336403205,62.8325663923049,62.60904079091271,66.0413552979741,64.7204061315964,59.7843993347134,69.0433984668357,61.4664318367096,62.012932261668
17,38.0023526395989,47.210935477001,38.754124340832206,38.355250169703694,47.98893863806621,10.960183420497199,36.503455520961694,44.39862950445,45.911367705993,48.9625138951959,45.933495042747296
18,37.6342757441871,23.3605122012532,5.96995577314273,6.019275990982409,40.1755258291078,,17.631321744122697,33.3148246970039,33.54425876264991,16.974240416031,11.4625983424441
19,49.156821630802,49.2358317405371,43.5822810807302,43.207920527051,54.060561474269505,,46.607961565513,54.75289177906011,52.5441471889066,51.450437566652695,49.296434824289705
20,28.6718418047116,11.188356949379301,1.64726899579365,1.7544788014113601,8.86098222900118,,9.72477728709544,31.7479047272299,16.3776319954303,5.8965559638866605,3.37929007096648
21,50.6648579310289,56.6878790685929,56.026162919338105,56.0139747070357,52.7930323246544,,55.8375844083965,57.666295073278704,56.910123676131896,57.70868663661761,57.4297467181242
22,41.034079038074005,28.2849322821455,10.7877142100492,10.7113221855204,16.1569432598226,,25.280891730965,43.558627502354,36.35382146716991,24.730645522392397,18.3719421294875
23,36.2155298395254,45.995760527694905,39.7915601675454,32.8308318174413,56.8578203671499,,45.593904157953304,51.681654837079705,52.920183446281904,45.721003908390706,41.8406830043209
24,31.2721020686531,33.824768366269005,19.9564110894562,12.753605660418199,34.6001527253652,,32.8857300913776,47.607444999629,46.902581427659904,27.5246618286498,21.332049547069303
25,31.6413941477934,46.83427191277271,41.2181666679344,34.5583180791404,46.7703754435085,,46.4718795845481,53.168236407025205,53.3061893319295,46.8090391515983,43.180706355880204
26,40.8422751212423,27.448355316174695,12.1086306966642,6.830471670980951,27.839566018322696,,26.699306859323105,41.90829001693151,42.0042276443128,18.524152112965602,12.9662284517712
27,44.290033967281396,56.636908573270794,55.33706460269279,54.2872631275984,56.3902206804432,36.146039193922604,56.469584210406296,55.922528677711,57.5816925553339,56.7991050548044,56.3362432927531
28,44.7134014174822,52.642957497245206,47.013396683094705,42.093083546219795,53.793321198748394,55.845885928678705,50.4659839374661,44.0813290580898,55.10348417442079,50.9850759490259,48.893612381621296
29,80.5756618600612,72.5934601481997,85.9611568338446,90.1148116611296,59.3406328931066,,76.86974933393691,68.0198369567322,64.2939205431175,84.26630741006461,86.15520764608691
30,65.7103900361129,60.0341918104439,61.656531951779,62.6672977944009,,70.6732316188464,60.50043674361711,59.87477717643021,58.8310748953706,61.80744369931029,62.3180625311325
31,49.858018616041605,53.95181076948279,50.5227759252594,47.13226178303229,,14.5776622674649,50.7166623779563,52.47022615422811,55.5288429894273,53.4309978302661,51.973835022733496
32,65.7780741845094,58.758814506875,60.17083679815129,60.506421776016595,,,58.700259117047004,58.5537928941945,58.4232353347917,60.121357927377304,60.393571209809195
33,78.8550220632062,67.0312793130614,84.5041319359805,87.1277258827212,64.0941894428029,76.4809933502458,66.4647051227421,65.10459838753961,60.9377077736291,77.8432731188515,79.9914241591022
34,63.9471880175982,61.651216796111406,69.4020076404524,71.0121958493707,65.5692867309516,80.4341391350064,61.8370101929282,63.3681813231675,59.2137135697079,66.1315743841452,67.3110073607833
35,83.8584849709973,64.8642884571627,80.5444848636583,83.0031071587851,,,66.3586454356123,64.3826298698953,60.833744324160605,74.2159851592104,76.21085440639291
36,78.5089340179685,64.484483481669,79.44353057919508,81.898284036108,,,65.788645002524,62.776912431061895,60.9839481668106,73.3002170316757,75.29217748002301
37,75.3459183890047,63.832392782382,77.4767662774622,79.81246104009041,,82.6952563214438,65.4997248581368,65.4778286863002,60.47676596453421,71.78777123421368,73.64361682527502
38,75.4006775676675,61.3493410147505,66.980266135521,69.2245813175449,,89.57578408693199,62.91334043147779,60.524901385828294,59.96958650602429,65.9982033842129,67.06117651338839
39,82.4458302281263,65.0255205367094,76.6943292663937,80.54882838911409,,92.81015808166448,67.1968045411605,62.4439972091382,62.06616835760221,74.4702148595018,76.2960286992969
40,37.4989467747149,54.5634743959815,47.9090055959284,43.369294067664,,57.85816023232229,51.273953379418295,55.236808669980405,55.2588045320024,52.106858467401,50.3581429887191
41,89.46546189624348,69.0375844218074,85.39152360717668,89.58268512890079,,72.4886609058129,73.1208017437137,66.672105828223,65.0202870137144,82.8080746531843,84.58050915097668
42,83.53212460741501,64.8529407796874,75.5907524644903,79.32286825299498,,82.47092465233868,67.6779197415474,64.6848182597007,63.6303451705297,73.39621669445101,75.0590432371554
43,62.9231204349936,55.827092138668604,49.32085471934771,49.0880128529574,47.906100955382,29.522951030620895,54.9417766331217,49.727406181307295,57.467438761767205,54.6025973266899,53.5257278776896
44,47.190124201227796,57.2131987016252,54.828251098087705,54.842044161797396,56.6320630466079,21.6441053106196,56.7652296315254,53.5498806184116,57.7938052226085,57.1923072545545,56.82151043282929
45,76.16513574958891,64.16919267910322,77.6149182523479,77.3961828590986,66.6863416517209,75.3046255586706,66.0157273553546,68.8576686394694,60.01263925217461,71.8891590887347,73.5352350798858
46,84.8186480960903,66.0944351091489,82.7302668710271,85.31035849115251,84.23024838058898,84.4383810416124,66.8422623413874,80.465235316,60.31646079281649,76.1188089986107,78.07903247360758
47,68.458475906812,60.581333947063,66.29375588566829,67.523172366849,61.4373359150267,,61.11642057041799,63.6730650063359,58.9210780605187,64.0345852771069,64.8416327851182
48,66.9908412645006,58.8993021137195,60.6799929799946,61.5768219945251,57.83868774104079,72.3657997222891,58.997837064421994,60.955645300027506,58.3810584599039,60.4404933408396,60.7490340544725
49,84.99824895865981,65.5169718295378,81.39843410221438,86.430245388152,67.1167465198569,83.43791640076199,66.3061818749817,77.9519524524033,60.194759807046395,75.00931183025139,77.0194539765412
50,80.4403825832502,67.51190852944528,75.67621811887909,77.9204945820335,74.9783657838647,82.58399268452818,64.1005392653697,67.0961259900051,59.7048880280751,70.5441164934806,72.1007294031658
