,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2
0,47.3076683806407,47.8634673275012,45.2272315174524,41.72218573993489,,,49.2781848284208,53.7414089391342,52.8764575627325,42.503770083257,43.0309906472506
1,42.0440375632375,56.721767835287,55.5387335109635,54.5392577248222,,42.5649428040927,54.2198306753359,57.3165093452903,57.0760685076076,56.9767336987504,56.5692789427802
2,24.1887101432008,47.1714132672401,34.9166481062532,27.3112472263989,54.6304769802277,35.2162080140965,33.7727355586252,51.284465968609,49.7372114884482,42.4225488051845,38.1598566519627
3,29.7560564089384,49.0408011367006,39.1338439518893,32.0969973531994,48.955413375443,,44.51518287926729,54.3251175348811,52.1777189923419,45.6570227356299,42.1212900099319
4,38.9533903019351,52.090401426110496,48.4286012386166,47.4098340044325,48.5530750076003,32.152148531762,49.2776040644963,56.2001201147838,48.0166158967214,52.01847215617111,50.5597414744422
5,44.3308249351872,51.8130240185494,47.9416660293551,46.88448937181511,52.78722168823,28.2023082359315,50.1892705056965,56.3962628411553,48.76450050909369,51.676375772324896,50.14350854522289
6,35.2773836119981,44.8574596071111,38.9228380034972,37.1055132941467,34.5404354065591,60.0595959116628,41.9631537635871,54.225470335094,44.3068514271924,44.9966726931592,41.7285587615174
7,24.154347515511095,17.0568046515203,4.89918909730294,4.22445456660026,39.00841836236071,36.325012990172496,19.7783102459908,35.7158859834752,30.816650536469496,8.35979236012946,5.56268123080933
8,46.2022130599252,52.4798653876005,50.8327689499179,50.1047048167143,54.0915581109572,43.889132731602,47.96850059638209,56.0485449985736,47.2077577792626,53.5637785133169,52.4521141627087
9,36.8335321639347,33.7952030034136,17.1359121797506,15.4232720130606,39.93589482660249,21.5147999877936,33.7458981680547,45.0083041924491,48.1170545207332,24.3375292038272,20.278208037174895
10,39.7917045827261,41.5817289252622,29.2080154340121,27.251647301159895,40.1786045564127,31.5521181916262,42.8864437145768,48.3035803452684,48.091992956861,36.8352060325127,33.1515242082644
11,38.059240066533,49.01042847017369,43.132082456740896,41.52439115759191,46.3129286205443,22.1403022234235,46.6299665734235,55.3142063617691,43.6708182883212,48.1621948834886,46.1647011444983
